category,main_category,secondary_category,type,supercategories
aceite_especias_y_salsas_aceite_vinagre_y_sal,aceite_especias_y_salsas,aceite_vinagre_y_sal,aceite_vinagre_y_sal,alimentacion_otros
aceite_especias_y_salsas_especias,aceite_especias_y_salsas,especias,especias,alimentacion_otros
aceite_especias_y_salsas_mayonesa_ketchup_y_mostaza,aceite_especias_y_salsas,mayonesa_ketchup_y_mostaza,mayonesa_ketchup_y_mostaza,alimentacion_otros
aceite_especias_y_salsas_otras_salsas,aceite_especias_y_salsas,otras_salsas,otras_salsas,alimentacion_otros
agua_y_refrescos_agua,agua_y_refrescos,agua,agua,bebidas
agua_y_refrescos_isotonico_y_energetico,agua_y_refrescos,isotonico_y_energetico,isotonico_y_energetico,bebidas
agua_y_refrescos_refresco_de_cola,agua_y_refrescos,refresco_de_cola,refresco_de_cola,bebidas
agua_y_refrescos_refresco_de_naranja_y_de_limon,agua_y_refrescos,refresco_de_naranja_y_de_limon,refresco_de_naranja_y_de_limon,bebidas
agua_y_refrescos_refresco_de_te_y_sin_gas,agua_y_refrescos,refresco_de_te_y_sin_gas,refresco_de_te_y_sin_gas,bebidas
agua_y_refrescos_tonica_y_bitter,agua_y_refrescos,tonica_y_bitter,tonica_y_bitter,bebidas
al_dia_carne_cerdo,al_dia,carne,cerdo,frescos
al_dia_carne_conejo,al_dia,carne,conejo,frescos
al_dia_carne_mixto,al_dia,carne,mixto,frescos
al_dia_carne_pavo,al_dia,carne,pavo,frescos
al_dia_carne_pollo,al_dia,carne,pollo,frescos
al_dia_carne_vacuno,al_dia,carne,vacuno,frescos
al_dia_charcuteria_y_quesos_cocidos,al_dia,charcuteria_y_quesos,cocidos,frescos
al_dia_charcuteria_y_quesos_curados,al_dia,charcuteria_y_quesos,curados,frescos
al_dia_charcuteria_y_quesos_foie_pates_y_sobrasadas,al_dia,charcuteria_y_quesos,foie_pates_y_sobrasadas,frescos
al_dia_charcuteria_y_quesos_quesos,al_dia,charcuteria_y_quesos,quesos,frescos
al_dia_frutas_citricos,al_dia,frutas,citricos,frescos
al_dia_frutas_frutas_de_temporada,al_dia,frutas,frutas_de_temporada,frescos
al_dia_frutas_frutas_tropicales,al_dia,frutas,frutas_tropicales,frescos
al_dia_frutas_frutos_del_bosque,al_dia,frutas,frutos_del_bosque,frescos
al_dia_frutas_manzanas,al_dia,frutas,manzanas,frescos
al_dia_frutas_peras,al_dia,frutas,peras,frescos
al_dia_frutas_platanos,al_dia,frutas,platanos,frescos
al_dia_frutas_uvas,al_dia,frutas,uvas,frescos
al_dia_pescado_y_marisco_ahumados_y_salazones,al_dia,pescado_y_marisco,ahumados_y_salazones,frescos
al_dia_pescado_y_marisco_gulas_y_surimi,al_dia,pescado_y_marisco,gulas_y_surimi,frescos
al_dia_pescado_y_marisco_marisco,al_dia,pescado_y_marisco,marisco,frescos
al_dia_pescado_y_marisco_pescado_fresco,al_dia,pescado_y_marisco,pescado_fresco,frescos
al_dia_pescado_y_marisco_pescado_y_marisco_fresco,al_dia,pescado_y_marisco,pescado_y_marisco_fresco,frescos
al_dia_verduras_y_hortalizas_ajos_cebollas_y_puerros,al_dia,verduras_y_hortalizas,ajos_cebollas_y_puerros,frescos
al_dia_verduras_y_hortalizas_brocolis_y_coliflores,al_dia,verduras_y_hortalizas,brocolis_y_coliflores,frescos
al_dia_verduras_y_hortalizas_calabacin_calabaza_y_berenjena,al_dia,verduras_y_hortalizas,calabacin_calabaza_y_berenjena,frescos
al_dia_verduras_y_hortalizas_espinacas_y_alcachofas,al_dia,verduras_y_hortalizas,espinacas_y_alcachofas,frescos
al_dia_verduras_y_hortalizas_judias_y_guisantes,al_dia,verduras_y_hortalizas,judias_y_guisantes,frescos
al_dia_verduras_y_hortalizas_lechugas_escarolas_y_endivias,al_dia,verduras_y_hortalizas,lechugas_escarolas_y_endivias,frescos
al_dia_verduras_y_hortalizas_otras_verduras,al_dia,verduras_y_hortalizas,otras_verduras,frescos
al_dia_verduras_y_hortalizas_patatas_y_zanahorias,al_dia,verduras_y_hortalizas,patatas_y_zanahorias,frescos
al_dia_verduras_y_hortalizas_setas_y_champinones,al_dia,verduras_y_hortalizas,setas_y_champinones,frescos
al_dia_verduras_y_hortalizas_tomates_pimientos_y_pepinos,al_dia,verduras_y_hortalizas,tomates_pimientos_y_pepinos,frescos
al_dia_verduras_y_hortalizas_verduras_y_ensaladas_preparadas,al_dia,verduras_y_hortalizas,verduras_y_ensaladas_preparadas,frescos
alimentacion_aceite_aceite_de_girasol,alimentacion,aceite,aceite_de_girasol,alimentacion_otros
alimentacion_aceite_otros_aceites,alimentacion,aceite,otros_aceites,alimentacion_otros
alimentacion_aceite_aceite_de_oliva_intenso_06o1o,alimentacion,aceite_aceite_de_oliva,intenso_06o1o,alimentacion_otros
alimentacion_aceite_aceite_de_oliva_suave_05o,alimentacion,aceite_aceite_de_oliva,suave_05o,alimentacion_otros
alimentacion_aceite_aceite_de_oliva_virgen_y_virgen_extra,alimentacion,aceite_aceite_de_oliva,virgen_y_virgen_extra,alimentacion_otros
alimentacion_aceitunas_y_encurtidos_aceitunas_negras,alimentacion,aceitunas_y_encurtidos_aceitunas,negras,alimentacion_otros
alimentacion_aceitunas_y_encurtidos_aceitunas_rellenas,alimentacion,aceitunas_y_encurtidos_aceitunas,rellenas,alimentacion_otros
alimentacion_aceitunas_y_encurtidos_aceitunas_verdes,alimentacion,aceitunas_y_encurtidos_aceitunas,verdes,alimentacion_otros
alimentacion_aceitunas_y_encurtidos_encurtidos,alimentacion,aceitunas_y_encurtidos,encurtidos,alimentacion_otros
alimentacion_arroz_cocido,alimentacion,arroz,cocido,alimentacion_otros
alimentacion_arroz_especial_integral_y_semolas,alimentacion,arroz,especial_integral_y_semolas,alimentacion_otros
alimentacion_arroz_largo,alimentacion,arroz,largo,alimentacion_otros
alimentacion_arroz_redondo,alimentacion,arroz,redondo,alimentacion_otros
alimentacion_arroz_vaporizado,alimentacion,arroz,vaporizado,alimentacion_otros
alimentacion_caldos_sopas_y_pures_caldo_concentrado_y_pastillas,alimentacion,caldos_sopas_y_pures,caldo_concentrado_y_pastillas,alimentacion_otros
alimentacion_caldos_sopas_y_pures_caldos_y_sopas_en_brick,alimentacion,caldos_sopas_y_pures,caldos_y_sopas_en_brick,alimentacion_otros
alimentacion_caldos_sopas_y_pures_cremas_en_brick,alimentacion,caldos_sopas_y_pures,cremas_en_brick,alimentacion_otros
alimentacion_caldos_sopas_y_pures_cremas_en_sobre,alimentacion,caldos_sopas_y_pures,cremas_en_sobre,alimentacion_otros
alimentacion_caldos_sopas_y_pures_pure_de_patata,alimentacion,caldos_sopas_y_pures,pure_de_patata,alimentacion_otros
alimentacion_caldos_sopas_y_pures_sopas_en_sobre,alimentacion,caldos_sopas_y_pures,sopas_en_sobre,alimentacion_otros
alimentacion_conservas_de_carne_conservas_de_carne,alimentacion,conservas_de_carne_conservas_de_carne,conservas_de_carne_conservas_de_carne,alimentacion_otros
alimentacion_dieteticos_para_deportistas,alimentacion,dieteticos_para_deportistas,dieteticos_para_deportistas,alimentacion_otros
alimentacion_dieteticos_tortitas,alimentacion,dieteticos_tortitas,dieteticos_tortitas,alimentacion_otros
alimentacion_salsas_para_carne,alimentacion,salsas_para_carne,salsas_para_carne,alimentacion_otros
alimentacion_salsas_para_pastas,alimentacion,salsas_para_pastas,salsas_para_pastas,alimentacion_otros
alimentacion_conservas_dulces_y_mermeladas_compotas,alimentacion,conservas_dulces_y_mermeladas,compotas,alimentacion_otros
alimentacion_conservas_dulces_y_mermeladas_frutas_en_almibar_y_en_su_jugo,alimentacion,conservas_dulces_y_mermeladas,frutas_en_almibar_y_en_su_jugo,alimentacion_otros
alimentacion_conservas_pescado_almejas,alimentacion,conservas_pescado,almejas,alimentacion_otros
alimentacion_conservas_pescado_anchoas,alimentacion,conservas_pescado,anchoas,alimentacion_otros
alimentacion_conservas_pescado_atun_bonito_y_ventresca,alimentacion,conservas_pescado,atun_bonito_y_ventresca,alimentacion_otros
alimentacion_conservas_pescado_berberechos,alimentacion,conservas_pescado,berberechos,alimentacion_otros
alimentacion_conservas_pescado_caballa,alimentacion,conservas_pescado,caballa,alimentacion_otros
alimentacion_conservas_pescado_calamares_chipirones_y_pulpo,alimentacion,conservas_pescado,calamares_chipirones_y_pulpo,alimentacion_otros
alimentacion_conservas_pescado_ensaladas,alimentacion,conservas_pescado,ensaladas,alimentacion_otros
alimentacion_conservas_pescado_mejillones,alimentacion,conservas_pescado,mejillones,alimentacion_otros
alimentacion_conservas_pescado_otras_conservas,alimentacion,conservas_pescado,otras_conservas,alimentacion_otros
alimentacion_conservas_pescado_sardinas_y_sardinillas,alimentacion,conservas_pescado,sardinas_y_sardinillas,alimentacion_otros
alimentacion_conservas_vegetales_acelga_y_espinacas,alimentacion,conservas_vegetales,acelga_y_espinacas,alimentacion_otros
alimentacion_conservas_vegetales_alcachofa,alimentacion,conservas_vegetales,alcachofa,alimentacion_otros
alimentacion_conservas_vegetales_esparrago,alimentacion,conservas_vegetales,esparrago,alimentacion_otros
alimentacion_conservas_vegetales_guisante,alimentacion,conservas_vegetales,guisante,alimentacion_otros
alimentacion_conservas_vegetales_judia_verde,alimentacion,conservas_vegetales,judia_verde,alimentacion_otros
alimentacion_conservas_vegetales_macedonias_y_menestras,alimentacion,conservas_vegetales,macedonias_y_menestras,alimentacion_otros
alimentacion_conservas_vegetales_maiz,alimentacion,conservas_vegetales,maiz,alimentacion_otros
alimentacion_conservas_vegetales_otros_vegetales,alimentacion,conservas_vegetales,otros_vegetales,alimentacion_otros
alimentacion_conservas_vegetales_pimiento,alimentacion,conservas_vegetales,pimiento,alimentacion_otros
alimentacion_conservas_vegetales_setas_y_champinones,alimentacion,conservas_vegetales,setas_y_champinones,alimentacion_otros
alimentacion_conservas_vegetales_tomate,alimentacion,conservas_vegetales,tomate,alimentacion_otros
alimentacion_conservas_vegetales_vegetales_ensalada,alimentacion,conservas_vegetales,vegetales_ensalada,alimentacion_otros
alimentacion_dieteticos_complementos_nutricionales,alimentacion,dieteticos,complementos_nutricionales,alimentacion_otros
alimentacion_dieteticos_control_de_peso,alimentacion,dieteticos,control_de_peso,alimentacion_otros
alimentacion_harinas_harinas,alimentacion,harinas,harinas,alimentacion_otros
alimentacion_harinas_levaduras,alimentacion,harinas,levaduras,alimentacion_otros
alimentacion_legumbres_alubias,alimentacion,legumbres_alubias,alubias,alimentacion_otros
alimentacion_legumbres_alubias_cocidas,alimentacion,legumbres_alubias,cocidas,alimentacion_otros
alimentacion_legumbres_garbanzos,alimentacion,legumbres_garbanzos,garbanzos,alimentacion_otros
alimentacion_legumbres_garbanzos_cocidos,alimentacion,legumbres_garbanzos,cocidos,alimentacion_otros
alimentacion_legumbres_legumbres_preparadas,alimentacion,legumbres,legumbres_preparadas,alimentacion_otros
alimentacion_legumbres_lentejas,alimentacion,legumbres_lentejas,legumbres_lentejas,alimentacion_otros
alimentacion_legumbres_lentejas_cocidas,alimentacion,legumbres_lentejas,cocidas,alimentacion_otros
alimentacion_pastas_canelones_y_lasanas,alimentacion,pastas,canelones_y_lasanas,alimentacion_otros
alimentacion_pastas_espaguetis_y_tallarines,alimentacion,pastas,espaguetis_y_tallarines,alimentacion_otros
alimentacion_pastas_fideos_y_para_sopa,alimentacion,pastas,fideos_y_para_sopa,alimentacion_otros
alimentacion_pastas_macarrones_y_pasta_corta,alimentacion,pastas,macarrones_y_pasta_corta,alimentacion_otros
alimentacion_pastas_pasta_fresca,alimentacion,pastas_pasta,fresca,alimentacion_otros
alimentacion_pastas_pasta_semi_preparada,alimentacion,pastas_pasta,semi_preparada,alimentacion_otros
alimentacion_patatas_fritas_aperitivos_y_frutos_secos_aperitivos,alimentacion,patatas_fritas_aperitivos_y_frutos_secos,aperitivos,alimentacion_otros
alimentacion_patatas_fritas_aperitivos_y_frutos_secos_frutos_secos,alimentacion,patatas_fritas_aperitivos_y_frutos_secos,frutos_secos,alimentacion_otros
alimentacion_patatas_fritas_aperitivos_y_frutos_secos_galletas_saladas,alimentacion,patatas_fritas_aperitivos_y_frutos_secos,galletas_saladas,alimentacion_otros
alimentacion_patatas_fritas_aperitivos_y_frutos_secos_patatas_fritas,alimentacion,patatas_fritas_aperitivos_y_frutos_secos,patatas_fritas,alimentacion_otros
alimentacion_pizza_bases_y_masas_bases_y_masas_congeladas,alimentacion,pizza_bases_y_masas_bases_y_masas,congeladas,alimentacion_otros
alimentacion_pizza_bases_y_masas_bases_y_masas_refrigeradas,alimentacion,pizza_bases_y_masas_bases_y_masas,refrigeradas,alimentacion_otros
alimentacion_pizza_bases_y_masas_pizza_congelada,alimentacion,pizza_bases_y_masas,pizza_congelada,alimentacion_otros
alimentacion_sal_especias_y_sazonadores_especias,alimentacion,sal_especias_y_sazonadores,especias,alimentacion_otros
alimentacion_sal_especias_y_sazonadores_sal,alimentacion,sal_especias_y_sazonadores,sal,alimentacion_otros
alimentacion_sal_especias_y_sazonadores_sazonadores,alimentacion,sal_especias_y_sazonadores,sazonadores,alimentacion_otros
alimentacion_salsas_all_i_oli,alimentacion,salsas,all_i_oli,alimentacion_otros
alimentacion_salsas_bechamel,alimentacion,salsas,bechamel,alimentacion_otros
alimentacion_salsas_brava_barbacoa_y_rosa,alimentacion,salsas,brava_barbacoa_y_rosa,alimentacion_otros
alimentacion_salsas_ketchup,alimentacion,salsas,ketchup,alimentacion_otros
alimentacion_salsas_mayonesa,alimentacion,salsas,mayonesa,alimentacion_otros
alimentacion_salsas_mostaza,alimentacion,salsas,mostaza,alimentacion_otros
alimentacion_salsas_otras_salsas,alimentacion,salsas,otras_salsas,alimentacion_otros
alimentacion_salsas_picantes_y_otras,alimentacion,salsas,picantes_y_otras,alimentacion_otros
alimentacion_salsas_salsas_para_preparar,alimentacion,salsas,salsas_para_preparar,alimentacion_otros
alimentacion_salsas_soja,alimentacion,salsas,soja,alimentacion_otros
alimentacion_salsas_tomate_frito,alimentacion,salsas,tomate_frito,alimentacion_otros
alimentacion_vinagre_y_alinos_aderezo_limon,alimentacion,vinagre_y_alinos,aderezo_limon,alimentacion_otros
alimentacion_vinagre_y_alinos_vinagre,alimentacion,vinagre_y_alinos,vinagre,alimentacion_otros
aperitivos_aceitunas_y_encurtidos,aperitivos,aceitunas_y_encurtidos,aceitunas_y_encurtidos,alimentacion_otros
aperitivos_frutos_secos_y_fruta_desecada,aperitivos,frutos_secos_y_fruta_desecada,frutos_secos_y_fruta_desecada,alimentacion_otros
aperitivos_patatas_fritas_y_snacks,aperitivos,patatas_fritas_y_snacks,patatas_fritas_y_snacks,alimentacion_otros
arroz_legumbres_y_pasta_arroz,arroz_legumbres_y_pasta,arroz,arroz,alimentacion_otros
arroz_legumbres_y_pasta_legumbres,arroz_legumbres_y_pasta,legumbres,legumbres,alimentacion_otros
arroz_legumbres_y_pasta_pasta_y_fideos,arroz_legumbres_y_pasta,pasta_y_fideos,pasta_y_fideos,alimentacion_otros
azucar_caramelos_y_chocolate_azucar_y_edulcorante,azucar_caramelos_y_chocolate,azucar_y_edulcorante,azucar_y_edulcorante,dulce
azucar_caramelos_y_chocolate_chicles_y_caramelos,azucar_caramelos_y_chocolate,chicles_y_caramelos,chicles_y_caramelos,dulce
azucar_caramelos_y_chocolate_chocolate,azucar_caramelos_y_chocolate,chocolate,chocolate,dulce
azucar_caramelos_y_chocolate_golosinas,azucar_caramelos_y_chocolate,golosinas,golosinas,dulce
azucar_caramelos_y_chocolate_mermelada_y_miel,azucar_caramelos_y_chocolate,mermelada_y_miel,mermelada_y_miel,dulce
azucar_caramelos_y_chocolate_turrones,azucar_caramelos_y_chocolate,turrones,turrones,dulce
bebe_alimentacion_infantil,bebe,alimentacion_infantil,alimentacion_infantil,bebe
bebe_alimentacion_infantil_complementos_alimenticios_e_infusiones_para_bebe,bebe,alimentacion_infantil,complementos_alimenticios_e_infusiones_para_bebe,bebe
bebe_alimentacion_infantil_papillas_infantiles,bebe,alimentacion_infantil,papillas_infantiles,bebe
bebe_alimentacion_infantil_papillas_y_galletas,bebe,alimentacion_infantil,papillas_y_galletas,bebe
bebe_alimentacion_infantil_postres_zumos_petit_y_yogures_infantiles,bebe,alimentacion_infantil,postres_zumos_petit_y_yogures_infantiles,bebe
bebe_alimentacion_infantil_potitos_de_carne,bebe,alimentacion_infantil,potitos_de_carne,bebe
bebe_alimentacion_infantil_potitos_de_fruta_y_postre,bebe,alimentacion_infantil,potitos_de_fruta_y_postre,bebe
bebe_alimentacion_infantil_potitos_de_pescado,bebe,alimentacion_infantil,potitos_de_pescado,bebe
bebe_alimentacion_infantil_potitos_de_verduras_y_legumbres,bebe,alimentacion_infantil,potitos_de_verduras_y_legumbres,bebe
bebe_alimentacion_infantil_tarritos_y_platos_preparados,bebe,alimentacion_infantil,tarritos_y_platos_preparados,bebe
bebe_alimentacion_infantil_zumos_y_bebidas,bebe,alimentacion_infantil,zumos_y_bebidas,bebe
bebe_alimentacion_infantil_leches_infantiles,bebe,alimentacion_infantil_leches,infantiles,bebe
bebe_alimentacion_infantil_leches_infantiles_en_polvo,bebe,alimentacion_infantil_leches,infantiles_en_polvo,bebe
bebe_alimentacion_infantil_leches_liquidas,bebe,alimentacion_infantil_leches,liquidas,bebe
bebe_bebidas_galletas_y_yogures,bebe,bebidas_galletas_y_yogures,bebidas_galletas_y_yogures,bebe
bebe_biberon_chupete_y_menaje,bebe,biberon_chupete_y_menaje,biberon_chupete_y_menaje,bebe
bebe_higiene_y_cuidado,bebe,higiene_y_cuidado,higiene_y_cuidado,bebe
bebe_leche_para_bebes,bebe,leche_para_bebes,leche_para_bebes,bebe
bebe_panales_de_noche_y_aprendizaje,bebe,panales_de_noche_y_aprendizaje,panales_de_noche_y_aprendizaje,bebe
bebe_papillas,bebe,papillas,papillas,bebe
bebe_potitos_y_tarritos,bebe,potitos_y_tarritos,potitos_y_tarritos,bebe
bebe_toallitas,bebe,toallitas,toallitas,bebe
bebe_toallitas_y_panales,bebe,toallitas_y_panales,toallitas_y_panales,bebe
bebe_cuidado_del_bebe,bebe,cuidado_del_bebe_,,bebe
bebe_embarazo_y_lactancia_compresas_y_protegeslips,bebe,embarazo_y_lactancia,compresas_y_protegeslips,bebe
bebe_embarazo_y_lactancia_cremas_y_aceites,bebe,embarazo_y_lactancia,cremas_y_aceites,bebe
bebe_embarazo_y_lactancia_discos_pezoneras_y_sacaleches,bebe,embarazo_y_lactancia,discos_pezoneras_y_sacaleches,bebe
bebe_higiene_champu,bebe,higiene,champu,bebe
bebe_higiene_colonia_infantil,bebe,higiene,colonia_infantil,bebe
bebe_higiene_cremas_y_lociones,bebe,higiene,cremas_y_lociones,bebe
bebe_higiene_gel_y_jabon,bebe,higiene,gel_y_jabon,bebe
bebe_higiene_puericultura,bebe,higiene,puericultura,bebe
bebe_higiene_toallitas,bebe,higiene,toallitas,bebe
bebe_panales,bebe,panales,panales,bebe
bebe_panales_banadores,bebe,panales,banadores,bebe
bebe_panales_grandes_915_kg,bebe,panales,grandes_915_kg,bebe
bebe_panales_junior_13_kg,bebe,panales,junior_13_kg,bebe
bebe_panales_medianos_410_kg,bebe,panales,medianos_410_kg,bebe
bebe_panales_pequenos_hasta_6_kg,bebe,panales,pequenos_hasta_6_kg,bebe
bebe_panales_y_toallitas_baberos_protegecamas_y_bolsas_para_panales,bebe,panales_y_toallitas,baberos_protegecamas_y_bolsas_para_panales,bebe
bebe_panales_y_toallitas_banadores,bebe,panales_y_toallitas,banadores,bebe
bebe_panales_y_toallitas_otras_marcas,bebe,panales_y_toallitas,otras_marcas,bebe
bebe_panales_y_toallitas_panales_carrefour_baby,bebe,panales_y_toallitas,panales_carrefour_baby,bebe
bebe_panales_y_toallitas_panales_de_aprendizaje,bebe,panales_y_toallitas,panales_de_aprendizaje,bebe
bebe_panales_y_toallitas_panales_de_noche,bebe,panales_y_toallitas,panales_de_noche,bebe
bebe_panales_y_toallitas_toallitas,bebe,panales_y_toallitas,toallitas,bebe
bebe_panales_y_toallitas_panales_dodot,bebe,panales_y_toallitas_panales,dodot,bebe
bebe_panales_y_toallitas_panales_huggies,bebe,panales_y_toallitas_panales,huggies,bebe
bebe_perfumeria_e_higiene_aceite_corporal,bebe,perfumeria_e_higiene,aceite_corporal,bebe
bebe_perfumeria_e_higiene_acondicionador,bebe,perfumeria_e_higiene,acondicionador,bebe
bebe_perfumeria_e_higiene_bastoncillos_algodon_y_sueros,bebe,perfumeria_e_higiene,bastoncillos_algodon_y_sueros,bebe
bebe_perfumeria_e_higiene_champu,bebe,perfumeria_e_higiene,champu,bebe
bebe_perfumeria_e_higiene_colonia,bebe,perfumeria_e_higiene,colonia,bebe
bebe_perfumeria_e_higiene_crema_corporal_talcos_y_antiirritacion,bebe,perfumeria_e_higiene,crema_corporal_talcos_y_antiirritacion,bebe
bebe_perfumeria_e_higiene_jabon_liquido,bebe,perfumeria_e_higiene,jabon_liquido,bebe
bebe_perfumeria_e_higiene_lotes_multiproducto,bebe,perfumeria_e_higiene,lotes_multiproducto,bebe
bebe_perfumeria_e_higiene_protectores_solares,bebe,perfumeria_e_higiene,protectores_solares,bebe
bebe_puericultura_accesorios,bebe,puericultura,accesorios,bebe
bebe_puericultura_baberos_protegecamas_y_bolsas_para_panales,bebe,puericultura,baberos_protegecamas_y_bolsas_para_panales,bebe
bebe_puericultura_chupetes_biberones_y_tetinas,bebe,puericultura,chupetes_biberones_y_tetinas,bebe
bebidas_aguas,bebidas,aguas,aguas,bebidas
bebidas_aguas_agua_con_gas,bebidas,aguas,agua_con_gas,bebidas
bebidas_aguas_agua_sabores,bebidas,aguas,agua_sabores,bebidas
bebidas_aguas_agua_sin_gas,bebidas,aguas,agua_sin_gas,bebidas
bebidas_aguas_y_zumos_agua_con_gas,bebidas,aguas_y_zumos,agua_con_gas,bebidas
bebidas_aguas_y_zumos_agua_con_sabor,bebidas,aguas_y_zumos,agua_con_sabor,bebidas
bebidas_aguas_y_zumos_agua_de_075_a_2_litros,bebidas,aguas_y_zumos,agua_de_075_a_2_litros,bebidas
bebidas_aguas_y_zumos_agua_de_mas_de_2_litros,bebidas,aguas_y_zumos,agua_de_mas_de_2_litros,bebidas
bebidas_aguas_y_zumos_agua_hasta_075_litros,bebidas,aguas_y_zumos,agua_hasta_075_litros,bebidas
bebidas_aguas_y_zumos_zumos_no_refrigerados,bebidas,aguas_y_zumos_zumos,no_refrigerados,bebidas
bebidas_aguas_y_zumos_zumos_refrigerados,bebidas,aguas_y_zumos_zumos,refrigerados,bebidas
bebidas_alcoholes_brandy_y_conac,bebidas,alcoholes,brandy_y_conac,bebidas
bebidas_alcoholes_cockteles_y_combinados,bebidas,alcoholes,cockteles_y_combinados,bebidas
bebidas_alcoholes_ginebra,bebidas,alcoholes,ginebra,bebidas
bebidas_alcoholes_ron,bebidas,alcoholes,ron,bebidas
bebidas_alcoholes_tequila,bebidas,alcoholes,tequila,bebidas
bebidas_alcoholes_todos_los_alcoholes,bebidas,alcoholes,todos_los_alcoholes,bebidas
bebidas_alcoholes_vermouth,bebidas,alcoholes,vermouth,bebidas
bebidas_alcoholes_vodka,bebidas,alcoholes,vodka,bebidas
bebidas_alcoholes_whisky_y_bourbon,bebidas,alcoholes,whisky_y_bourbon,bebidas
bebidas_alcoholes_sin_alcohol,bebidas,alcoholes_sin_alcohol,alcoholes_sin_alcohol,bebidas
bebidas_batidos_y_horchata,bebidas,batidos_y_horchata,batidos_y_horchata,bebidas
bebidas_cerveza_sin_alcohol,bebidas,cerveza_sin_alcohol,cerveza_sin_alcohol,bebidas
bebidas_cervezas_con_limon,bebidas,cervezas_con_limon,cervezas_con_limon,bebidas
bebidas_cervezas_con_limon_y_otros_sabores,bebidas,cervezas_con_limon_y_otros_sabores,cervezas_con_limon_y_otros_sabores,bebidas
bebidas_cervezas_sin_alcohol,bebidas,cervezas_sin_alcohol,cervezas_sin_alcohol,bebidas
bebidas_cervezas_sin_alcohol_y_light,bebidas,cervezas_sin_alcohol_y_light,cervezas_sin_alcohol_y_light,bebidas
bebidas_gaseosas_y_sodas_gaseosas_y_sodas,bebidas,gaseosas_y_sodas_gaseosas_y_sodas,gaseosas_y_sodas_gaseosas_y_sodas,bebidas
bebidas_sangrias_y_combinados_base_vino_sangrias_y_combinados_base_vino,bebidas,sangrias_y_combinados_base_vino_sangrias_y_combinados_base_vino,sangrias_y_combinados_base_vino_sangrias_y_combinados_base_vino,bebidas
bebidas_sidra_sin_alcohol,bebidas,sidra_sin_alcohol,sidra_sin_alcohol,bebidas
bebidas_sidra_todas_las_sidras,bebidas,sidra_todas_las_sidras,sidra_todas_las_sidras,bebidas
bebidas_vinos_de_mesa,bebidas,vinos_de_mesa,vinos_de_mesa,bebidas
bebidas_zumos,bebidas,zumos,zumos,bebidas
bebidas_alcoholes_y_licores_anis,bebidas,alcoholes_y_licores,anis,bebidas
bebidas_alcoholes_y_licores_brandy_y_cognac,bebidas,alcoholes_y_licores,brandy_y_cognac,bebidas
bebidas_alcoholes_y_licores_cremas,bebidas,alcoholes_y_licores,cremas,bebidas
bebidas_alcoholes_y_licores_ginebra,bebidas,alcoholes_y_licores,ginebra,bebidas
bebidas_alcoholes_y_licores_licor,bebidas,alcoholes_y_licores,licor,bebidas
bebidas_alcoholes_y_licores_pacharan_y_ponche,bebidas,alcoholes_y_licores,pacharan_y_ponche,bebidas
bebidas_alcoholes_y_licores_premium,bebidas,alcoholes_y_licores,premium,bebidas
bebidas_alcoholes_y_licores_ron,bebidas,alcoholes_y_licores,ron,bebidas
bebidas_alcoholes_y_licores_vermouth_y_aperitivos,bebidas,alcoholes_y_licores,vermouth_y_aperitivos,bebidas
bebidas_alcoholes_y_licores_vodka,bebidas,alcoholes_y_licores,vodka,bebidas
bebidas_alcoholes_y_licores_whisky_y_bourbon,bebidas,alcoholes_y_licores,whisky_y_bourbon,bebidas
bebidas_bebidas_isotonicas_y_energeticas,bebidas,bebidas,isotonicas_y_energeticas,bebidas
bebidas_isotonicas_y_energeticas_energeticas,bebidas,isotonicas_y_energeticas,energeticas,bebidas
bebidas_isotonicas_y_energeticas_isotonicas,bebidas,isotonicas_y_energeticas,isotonicas,bebidas
bebidas_cava_y_champagne_cavas,bebidas,cava_y_champagne,cavas,bebidas
bebidas_cava_y_champagne_champagne,bebidas,cava_y_champagne,champagne,bebidas
bebidas_cava_y_champagne_estuches_de_cava,bebidas,cava_y_champagne,estuches_de_cava,bebidas
bebidas_cava_y_champagne_todos_los_cavas_y_champagnes,bebidas,cava_y_champagne,todos_los_cavas_y_champagnes,bebidas
bebidas_cavas_y_champagne_cava_brut,bebidas,cavas_y_champagne_cava_brut,cavas_y_champagne_cava_brut,bebidas
bebidas_cavas_y_champagne_cava_brut_nature,bebidas,cavas_y_champagne_cava_brut,nature,bebidas
bebidas_cavas_y_champagne_cava_semiseco,bebidas,cavas_y_champagne_cava,semiseco,bebidas
bebidas_cerveza_artesanas,bebidas,cerveza,artesanas,bebidas
bebidas_cerveza_negra,bebidas,cerveza,negra,bebidas
bebidas_cerveza_radler_clara,bebidas,cerveza,radler_clara,bebidas
bebidas_cerveza_rubia,bebidas,cerveza,rubia,bebidas
bebidas_cerveza_todas_las_cervezas,bebidas,cerveza,todas_las_cervezas,bebidas
bebidas_cerveza_tostada_roja,bebidas,cerveza,tostada_roja,bebidas
bebidas_cervezas_especiales,bebidas,cervezas,especiales,bebidas
bebidas_cervezas_especialidades,bebidas,cervezas,especialidades,bebidas
bebidas_cervezas_estandar,bebidas,cervezas,estandar,bebidas
bebidas_cervezas_nacionales,bebidas,cervezas,nacionales,bebidas
bebidas_cervezas_premium,bebidas,cervezas,premium,bebidas
bebidas_finos_y_dulces_jerez_y_fino,bebidas,finos_y_dulces,jerez_y_fino,bebidas
